Metric,age_or_height,sex,Match ID,m,s,l,2.5th,5th,25th,50th,75th,95th,97.5th
haz,0,Male,0_1,58.58193765,0.049562123,1,52.89128963,53.80619528,56.62359362,58.58193765,60.54028168,63.35768002,64.27258567
haz,1,Male,1_1,60.12159475,0.049168003,1,54.32782606,55.25931079,58.12776342,60.12159475,62.11542608,64.98387871,65.91536344
haz,2,Male,2_1,61.65492041,0.048778658,1,55.76043794,56.70811478,59.62643007,61.65492041,63.68341075,66.60172604,67.54940288
haz,3,Male,3_1,63.1575101,0.048400521,1,57.16618166,58.12942877,61.09569179,63.1575101,65.21932841,68.18559143,69.14883854
haz,4,Male,4_1,64.62569542,0.048035309,1,58.54134934,59.51955122,62.5318666,64.62569542,66.71952424,69.73183962,70.7100415
haz,5,Male,5_1,66.055808,0.047684692,1,59.88221376,60.87476439,63.93126588,66.055808,68.18035012,71.23685161,72.22940224
haz,6,Male,6_1,67.44417942,0.047350296,1,61.18503079,62.1913363,65.29019515,67.44417942,69.59816369,72.69702254,73.70332805
haz,7,Male,7_1,68.78714131,0.047033707,1,62.4460419,63.46552293,66.60495501,68.78714131,70.96932761,74.10875969,75.12824072
haz,8,Male,8_1,70.08102526,0.046736479,1,63.66147611,64.69356978,67.87184176,70.08102526,72.29020876,75.46848074,76.50057441
haz,9,Male,9_1,71.32216289,0.04646014,1,64.82755239,65.87171395,69.08714824,71.32216289,73.55717754,76.77261183,77.81677339
haz,10,Male,10_1,72.50688579,0.046206199,1,65.94048197,66.99618599,70.24716464,72.50688579,74.76660694,78.01758559,79.07328961
haz,11,Male,11_1,73.63154728,0.045976157,1,66.99648987,68.06323157,71.34820011,73.63154728,75.91489445,79.19986299,80.26660469
haz,12,Male,12_1,74.69534676,0.04577135,1,67.99441245,69.07174541,72.38932913,74.69534676,77.00136439,80.31894811,81.39628107
haz,13,Male,13_1,75.7031342,0.04559281,1,68.93828202,70.02589129,73.37512027,75.7031342,78.03114813,81.38037711,82.46798638
haz,14,Male,14_1,76.66042626,0.045441557,1,69.83275623,70.93046494,74.31079459,76.66042626,79.01005793,82.39038758,83.48809629
haz,15,Male,15_1,77.57273964,0.045318637,1,70.68250423,71.7902718,75.20157711,77.57273964,79.94390217,83.35520748,84.46297505
haz,16,Male,16_1,78.445591,0.045225136,1,71.49220223,72.61012319,76.05269527,78.445591,80.83848673,84.28105881,85.39897977
haz,17,Male,17_1,79.28449703,0.045162184,1,72.26653034,73.39483373,76.86937786,79.28449703,81.6996162,85.17416033,86.30246372
haz,18,Male,18_1,80.0949744,0.045130963,1,73.01016847,74.14921783,77.65685359,80.0949744,82.53309521,86.04073097,87.17978033
haz,19,Male,19_1,80.88253978,0.045132718,1,73.72779149,74.87808573,78.42034944,80.88253978,83.34473012,86.88699383,88.03728807
haz,20,Male,20_1,81.65270985,0.045168762,1,74.42406512,75.58623996,79.16508925,81.65270985,84.14033045,87.71917974,88.88135458
haz,21,Male,21_1,82.41100129,0.045240493,1,75.10363949,76.27846995,79.89629149,82.41100129,84.92571109,88.54353263,89.71836309
haz,22,Male,22_1,83.16293078,0.045349394,1,75.77114512,76.9595487,80.61916788,83.16293078,85.70669368,89.36631286,90.55471644
haz,23,Male,23_1,83.91401362,0.045497054,1,76.43118392,77.63422498,81.3389194,83.91401362,86.48910784,90.19380226,91.39684332
haz,24,Male,24_1,84.66813545,0.045684,1,77.08703572,78.305876,82.05922319,84.66813545,87.27704771,91.0303949,92.24923518
haz,25,Male,25_1,85.42439586,0.045907399,1,77.73817792,78.97391843,82.77930888,85.42439586,88.06948284,91.87487329,93.1106138
haz,26,Male,26_1,86.18102031,0.046163809,1,78.38341304,79.637062,83.4976005,86.18102031,88.86444012,92.72497862,93.97862758
haz,27,Male,27_1,86.93623426,0.046449776,1,79.02156923,80.29403798,84.21253092,86.93623426,89.6599376,93.57843054,94.85089929
haz,28,Male,28_1,87.68826317,0.046761813,1,79.65150501,80.94360311,84.92254347,87.68826317,90.45398287,94.43292323,95.72502133
haz,29,Male,29_1,88.43533252,0.04709637,1,80.27211557,81.58454489,85.62609408,88.43533252,91.24457096,95.28612015,96.59854947
haz,30,Male,30_1,89.17566776,0.047449821,1,80.88233599,82.21568434,86.32165242,89.17566776,92.0296831,96.13565118,97.46899953
haz,31,Male,31_1,89.90749436,0.047818446,1,81.48114534,82.83587934,87.0077033,89.90749436,92.80728542,96.97910938,98.33384338
haz,32,Male,32_1,90.62903778,0.04819841,1,82.06757108,83.44402843,87.68274816,90.62903778,93.5753274,97.81404713,99.19050448
haz,33,Male,33_1,91.33852349,0.048585763,1,82.64068968,84.03907126,88.34530535,91.33852349,94.33174163,98.63797572,100.0363573
haz,34,Male,34_1,92.03417694,0.048976424,1,83.19962973,84.6199912,88.9939111,92.03417694,95.07444278,99.44836268,100.8687241
haz,35,Male,35_1,92.71422361,0.049366178,1,83.74357259,85.18581596,89.62711986,92.71422361,95.80132736,100.2426313,101.6848746
haz,36,Male,36_1,93.37736326,0.049750988,1,84.27212306,85.7360048,90.24394283,93.37736326,96.51078369,101.0187217,102.4826035
haz,37,Male,37_1,94.02439672,0.050128079,1,84.78657219,86.27176999,90.84534955,94.02439672,97.20344389,101.7770235,103.2622212
haz,38,Male,38_1,94.65670645,0.050494988,1,85.28868765,86.79481724,91.43285504,94.65670645,97.88055786,102.5185957,104.0247252
haz,39,Male,39_1,95.27567492,0.050849189,1,85.78025543,87.30686768,92.00798063,95.27567492,98.54336921,103.2444822,104.7710944
haz,40,Male,40_1,95.88268457,0.051188105,1,86.2630776,87.80965591,92.57225318,95.88268457,99.19311596,103.9557132,105.5022915
haz,41,Male,41_1,96.47911788,0.051509108,1,86.73897239,88.30493011,93.12720511,96.47911788,99.83103065,104.6533057,106.2192634
haz,42,Male,42_1,97.06635731,0.051809533,1,87.20977165,88.79444987,93.67437355,97.06635731,100.4583411,105.3382648,106.922943
haz,43,Male,43_1,97.64578532,0.052086681,1,87.67732055,89.27998597,94.21530019,97.64578532,101.0762705,106.0115847,107.6142501
haz,44,Male,44_1,98.21878438,0.052337836,1,88.14347461,89.76331787,94.75153027,98.21878438,101.6860385,106.6742509,108.2940942
haz,45,Male,45_1,98.78673695,0.052560273,1,88.61009854,90.24623277,95.28461224,98.78673695,102.2888617,107.3272411,108.9633754
haz,46,Male,46_1,99.3510255,0.052751272,1,89.07906403,90.73052369,95.81609691,99.3510255,102.8859541,107.9715273,109.622987
haz,47,Male,47_1,99.91303248,0.052908133,1,89.55224732,91.21798748,96.34753666,99.91303248,103.4785283,108.6080775,110.2738176
haz,48,Male,48_1,100.4739193,0.053028575,1,90.03125321,91.71015766,96.88024549,100.4739193,104.0675931,109.2376809,110.9165854
haz,49,Male,49_1,101.0333533,0.053112964,1,90.51583209,92.20677126,97.41391931,101.0333533,104.6527873,109.8599353,111.5508745
haz,50,Male,50_1,101.5903827,0.053162823,1,91.00494741,92.70680536,97.94757719,101.5903827,105.2331882,110.47396,112.175818
haz,51,Male,51_1,102.1440539,0.05317975,1,91.49753885,93.20921681,98.48022878,102.1440539,105.807879,111.078891,112.790569
haz,52,Male,52_1,102.6934133,0.053165412,1,91.99252418,93.71294406,99.01087623,102.6934133,106.3759504,111.6738825,113.3943024
haz,53,Male,53_1,103.2375073,0.053121531,1,92.4888013,94.21690887,99.53851483,103.2375073,106.9364998,112.2581057,113.9862133
haz,54,Male,54_1,103.7753821,0.053049872,1,92.98524973,94.72001756,100.0621334,103.7753821,107.4886308,112.8307466,114.5655145
haz,55,Male,55_1,104.3060843,0.052952238,1,93.48073164,95.22116197,100.5807151,104.3060843,108.0314535,113.3910066,115.131437
haz,56,Male,56_1,104.82866,0.052830461,1,93.97409245,95.71921975,101.093237,104.82866,108.564083,113.9381002,115.6832276
haz,57,Male,57_1,105.3421558,0.052686389,1,94.464164,96.21305731,101.5986717,105.3421558,109.0856399,114.4712543,116.2201476
haz,58,Male,58_1,105.845618,0.052521884,1,94.94976413,96.70152918,102.095987,105.845618,109.595249,114.9897068,116.7414719
haz,59,Male,59_1,106.3380929,0.05233881,1,95.42969924,97.18348036,102.5841465,106.3380929,110.0920393,115.4927054,117.2464866
haz,60,Male,60_1,106.8187757,0.052139102,1,95.9028836,97.65787027,103.0622488,106.8187757,110.5753026,115.9796811,117.7346678
haz,61,Male,61_1,107.2884523,0.051925466,1,96.36948729,98.124968,103.530868,107.2884523,111.0460366,116.4519366,118.2074173
haz,62,Male,62_1,107.7488726,0.05170105,1,96.83044273,98.5858374,103.9914724,107.7488726,111.5062728,116.9119078,118.6673025
haz,63,Male,63_1,108.2018001,0.051468962,1,97.28669337,99.04155377,104.4455435,108.2018001,111.9580567,117.3620464,119.1169068
haz,64,Male,64_1,108.6489982,0.051232264,1,97.73918372,99.49319327,104.8945629,108.6489982,112.4034335,117.8048031,119.5588127
haz,65,Male,65_1,109.0922304,0.050993965,1,98.18886181,99.94183503,105.3400133,109.0922304,112.8444475,118.2426258,119.995599
haz,66,Male,66_1,109.5332602,0.050757019,1,98.63668016,100.388562,105.7833793,109.5332602,113.2831411,118.6779584,120.4298402
haz,67,Male,67_1,109.9738511,0.050524324,1,99.08359643,100.8344613,106.226147,109.9738511,113.7215552,119.1132409,120.8641058
haz,68,Male,68_1,110.4157664,0.050298728,1,99.53057212,101.2806234,106.6698037,110.4157664,114.1617291,119.5509094,121.3009607
haz,69,Male,69_1,110.8607696,0.050083028,1,99.97857323,101.7281425,107.1158386,110.8607696,114.6057006,119.9933967,121.742966
haz,70,Male,70_1,111.3106242,0.049879976,1,100.4285685,102.1781152,107.5657416,111.3106242,115.0555068,120.4431332,122.1926799
haz,71,Male,71_1,111.7670937,0.049692285,1,100.8815277,102.6316387,108.0210031,111.7670937,115.5131843,120.9025487,122.6526597
haz,72,Male,72_1,112.2318591,0.049522561,1,101.3383615,103.0897477,108.4830389,112.2318591,115.9806793,121.3739705,123.1253567
haz,73,Male,73_1,112.7050979,0.049371976,1,101.7989305,103.5523537,108.9519176,112.7050979,116.4582782,121.8578421,123.6112653
haz,74,Male,74_1,113.1856756,0.049240474,1,102.2621763,104.018386,109.4265309,113.1856756,116.9448203,122.3529652,124.1091749
haz,75,Male,75_1,113.6724133,0.049127981,1,102.727002,104.4867345,109.9057279,113.6724133,117.4390987,122.8580921,124.6178246
haz,76,Male,76_1,114.1641321,0.049034443,1,103.1923034,104.9562832,110.3883556,114.1641321,117.9399086,123.371981,125.1359608
haz,77,Male,77_1,114.6596533,0.048959828,1,103.6569703,105.4259107,110.8732588,114.6596533,118.4460478,123.8933959,125.6623363
haz,78,Male,78_1,115.157798,0.048904125,1,104.1198858,105.8944901,111.3592799,115.157798,118.9563161,124.4211059,126.1957102
haz,79,Male,79_1,115.6573873,0.048867345,1,104.5799267,106.3608893,111.8452593,115.6573873,119.4695153,124.9538853,126.7348479
haz,80,Male,80_1,116.1572426,0.048849518,1,105.0359653,106.8239725,112.3300358,116.1572426,119.9844494,125.4905127,127.2785199
haz,81,Male,81_1,116.6561849,0.048850701,1,105.4868668,107.2825976,112.8124456,116.6561849,120.4999242,126.0297722,127.825503
haz,82,Male,82_1,117.1530354,0.048870969,1,105.9314922,107.7356195,113.2913237,117.1530354,121.0147471,126.5704513,128.3745786
haz,83,Male,83_1,117.6466153,0.04891042,1,106.3686976,108.1818884,113.7655032,117.6466153,121.5277274,127.1113422,128.924533
haz,84,Male,84_1,118.1357654,0.048969152,1,106.7973576,108.6202736,114.2338366,118.1357654,122.0376942,127.6512572,129.4741732
haz,85,Male,85_1,118.6200283,0.049046383,1,107.2171865,109.0504618,114.6959256,118.6200283,122.544131,128.1895948,130.0228701
haz,86,Male,86_1,119.0998256,0.04914022,1,107.6289568,109.473169,115.1523125,119.0998256,123.0473387,128.7264822,130.5706944
haz,87,Male,87_1,119.5756342,0.049248701,1,108.0335148,109.8891822,115.6036014,119.5756342,123.547667,129.2620862,131.1177536
haz,88,Male,88_1,120.0479313,0.04936986,1,108.4317156,110.2992958,116.0503995,120.0479313,124.0454631,129.7965668,131.664147
haz,89,Male,89_1,120.517194,0.049501723,1,108.8244237,110.7043118,116.4933171,120.517194,124.5410709,130.3300762,132.2099643
haz,90,Male,90_1,120.9838992,0.049642299,1,109.2125145,111.1050417,116.9329685,120.9838992,125.0348299,130.8627567,132.7552839
haz,91,Male,91_1,121.448524,0.049789583,1,109.5968739,111.5023057,117.3699712,121.448524,125.5270768,131.3947423,133.3001741
haz,92,Male,92_1,121.9115455,0.049941545,1,109.9784009,111.8969349,117.8049477,121.9115455,126.0181433,131.9261561,133.8446901
haz,93,Male,93_1,122.3734408,0.050096134,1,110.3580065,112.2897704,118.2385244,122.3734408,126.5083572,132.4571112,134.3888751
haz,94,Male,94_1,122.8346868,0.050251272,1,110.7366146,112.6816645,118.6713319,122.8346868,126.9980417,132.9877091,134.932759
haz,95,Male,95_1,123.2957607,0.050404857,1,111.1151624,113.0734803,119.1040058,123.2957607,127.4875156,133.5180411,135.476359
haz,96,Male,96_1,123.7571349,0.050554764,1,111.4945952,113.4660872,119.5371812,123.7571349,127.9770886,134.0481826,136.0196746
haz,97,Male,97_1,124.218843,0.050699299,1,111.8753656,113.8598702,119.9710359,124.218843,128.4666501,134.5778158,136.5623204
haz,98,Male,98_1,124.6801249,0.050837567,1,112.2570221,114.2543284,120.404916,124.6801249,128.9553338,135.1059214,137.1032277
haz,99,Male,99_1,125.1401371,0.050968755,1,112.6390223,114.6488709,120.8380816,125.1401371,129.4421926,135.6314033,137.6412519
haz,100,Male,100_1,125.5980358,0.051092044,1,113.0208286,115.0429108,121.2697944,125.5980358,129.9262772,136.1531608,138.175243
haz,101,Male,101_1,126.0529775,0.051206611,1,113.4019082,115.4358655,121.6993176,126.0529775,130.4066374,136.6700895,138.7040468
haz,102,Male,102_1,126.5041185,0.051311631,1,113.7817323,115.8271554,122.1259161,126.5041185,130.8823209,137.1810816,139.2265047
haz,103,Male,103_1,126.9506152,0.051406278,1,114.1597753,116.216204,122.5488556,126.9506152,131.3523748,137.6850264,139.7414551
haz,104,Male,104_1,127.391624,0.051489724,1,114.5355155,116.6024376,122.9674032,127.391624,131.8158448,138.1808104,140.2477325
haz,105,Male,105_1,127.8263013,0.051561147,1,114.9084321,116.9852837,123.3808266,127.8263013,132.271776,138.6673189,140.7441705
haz,106,Male,106_1,128.2538034,0.051619725,1,115.2780068,117.3641716,123.7883939,128.2538034,132.7192129,139.1434352,141.2296
haz,107,Male,107_1,128.6732867,0.051664644,1,115.6437214,117.7385308,124.1893736,128.6732867,133.1571998,139.6080426,141.702852
haz,108,Male,108_1,129.0839085,0.051695098,1,116.0050584,118.1077915,124.5830348,129.0839085,133.5847822,140.0600255,142.1627586
haz,109,Male,109_1,129.4853644,0.051710903,1,116.3618275,118.4717451,124.9691125,129.4853644,134.0016163,140.4989837,142.6089013
haz,110,Male,110_1,129.878782,0.051713514,1,116.714707,118.831142,125.3485795,129.878782,134.4089845,140.926422,143.042857
haz,111,Male,111_1,130.2655243,0.051704666,1,117.0645094,119.1868834,125.7226096,130.2655243,134.808439,141.3441652,143.4665392
haz,112,Male,112_1,130.6469547,0.051686099,1,117.4120403,119.5398644,126.092374,130.6469547,135.2015354,141.754045,143.8818691
haz,113,Male,113_1,131.0244362,0.05165956,1,117.7580971,119.8909735,126.4590412,131.0244362,135.5898312,142.1578989,144.2907753
haz,114,Male,114_1,131.3993319,0.051626793,1,118.103473,120.2410954,126.8237782,131.3993319,135.9748856,142.5575684,144.6951908
haz,115,Male,115_1,131.7730051,0.051589544,1,118.4489558,120.5911105,127.1877501,131.7730051,136.3582601,142.9548997,145.0970544
haz,116,Male,116_1,132.1468189,0.051549553,1,118.7953297,120.941896,127.5521209,132.1468189,136.7415169,143.3517418,145.4983081
haz,117,Male,117_1,132.5221365,0.051508556,1,119.1433755,121.2943263,127.9180534,132.5221365,137.1262196,143.7499467,145.9008975
haz,118,Male,118_1,132.900321,0.051468284,1,119.4938705,121.6492731,128.2867089,132.900321,137.5139331,144.1513689,146.3067715
haz,119,Male,119_1,133.2827356,0.051430461,1,119.8475891,122.0076052,128.6592483,133.2827356,137.9062229,144.557866,146.7178821
haz,120,Male,120_1,133.6707434,0.05139681,1,120.2053012,122.3701881,129.0368303,133.6707434,138.3046565,144.9712987,147.1361856
haz,121,Male,121_1,134.0653317,0.051368755,1,120.5675121,122.7376044,129.4202765,134.0653317,138.7103869,145.393059,147.5631513
haz,122,Male,122_1,134.4659838,0.051346552,1,120.9336778,123.1093146,129.8090606,134.4659838,139.122907,145.822653,147.9982898
haz,123,Male,123_1,134.8718072,0.05133017,1,121.3029907,123.4844974,130.2023195,134.8718072,139.5412949,146.259117,148.4406237
haz,124,Male,124_1,135.2819094,0.051319577,1,121.6746431,123.8623316,130.5991899,135.2819094,139.9646289,146.7014872,148.8891757
haz,125,Male,125_1,135.6953978,0.051314745,1,122.0478261,124.2419946,130.9988078,135.6953978,140.3919878,147.148801,149.3429695
haz,126,Male,126_1,136.11138,0.051315646,1,122.4217305,124.622664,131.4003096,136.11138,140.8224504,147.600096,149.8010295
haz,127,Male,127_1,136.5289632,0.051322256,1,122.7955457,125.0035159,131.8028308,136.5289632,141.2550956,148.0544105,150.2623807
haz,128,Male,128_1,136.9472551,0.051334551,1,123.1684616,125.3837271,132.2055073,136.9472551,141.6890029,148.5107831,150.7260486
haz,129,Male,129_1,137.365363,0.051352511,1,123.5396667,125.7624729,132.6074743,137.365363,142.1232517,148.9682531,151.1910593
haz,130,Male,130_1,137.7823944,0.051376116,1,123.9083498,126.1389291,133.0078674,137.7823944,142.5569214,149.4258597,151.656439
haz,131,Male,131_1,138.1974568,0.051405348,1,124.2736995,126.5122713,133.405822,138.1974568,142.9890916,149.8826423,152.1212141
haz,132,Male,132_1,138.6096577,0.051440192,1,124.634904,126.8816747,133.8004733,138.6096577,143.4188421,150.3376407,152.5844114
haz,133,Male,133_1,139.0183576,0.051480655,1,124.9913734,127.2465414,134.191199,139.0183576,143.8455162,150.7901738,153.0453418
haz,134,Male,134_1,139.4244564,0.051526874,1,125.3438666,127.6076529,134.5788503,139.4244564,144.2700625,151.2412599,153.5050462
haz,135,Male,135_1,139.8294323,0.051579036,1,125.6936481,127.9663082,134.9648319,139.8294323,144.6940327,151.6925564,153.9652165
haz,136,Male,136_1,140.2347646,0.051637334,1,126.0419806,128.3238048,135.3505487,140.2347646,145.1189805,152.1457244,154.4275486
haz,137,Male,137_1,140.6419325,0.05170196,1,126.3901258,128.6814393,135.7374049,140.6419325,145.5464601,152.6024257,154.8937392
haz,138,Male,138_1,141.0524153,0.051773111,1,126.7393425,129.0405059,136.1268039,141.0524153,145.9780267,153.0643247,155.3654881
haz,139,Male,139_1,141.4676922,0.051850987,1,127.090887,129.402297,136.5201484,141.4676922,146.415236,153.5330874,155.8444974
haz,140,Male,140_1,141.8892426,0.051935792,1,127.4460128,129.7681021,136.9188398,141.8892426,146.8596454,154.0103831,156.3324724
haz,141,Male,141_1,142.3185456,0.052027734,1,127.8059699,130.1392081,137.3242785,142.3185456,147.3128127,154.4978831,156.8311213
haz,142,Male,142_1,142.7570806,0.052127024,1,128.1720051,130.5168994,137.7378639,142.7570806,147.7762973,154.9972618,157.3421561
haz,143,Male,143_1,143.2063268,0.052233878,1,128.5453615,130.9024568,138.1609939,143.2063268,148.2516597,155.5101968,157.8672921
haz,144,Male,144_1,143.6677634,0.052348518,1,128.927277,131.2971573,138.5950646,143.6677634,148.7404622,156.0383695,158.4082498
haz,145,Male,145_1,144.1427169,0.052471061,1,129.3188796,131.7021604,139.0413342,144.1427169,149.2440996,156.5832734,158.9665542
haz,146,Male,146_1,144.6310609,0.0526006,1,129.720281,132.1175399,139.4997583,144.6310609,149.7623635,157.1445819,159.5418408
haz,147,Male,147_1,145.1318661,0.052735651,1,130.1310398,132.5427758,139.9695755,145.1318661,150.2941567,157.7209564,160.1326924
haz,148,Male,148_1,145.6441946,0.05287471,1,130.5507186,132.9773503,140.4500202,145.6441946,150.838369,158.3110389,160.7376706
haz,149,Male,149_1,146.1671085,0.053016258,1,130.9788906,133.4207543,140.9403302,146.1671085,151.3938868,158.9134627,161.3553264
haz,150,Male,150_1,146.69967,0.053158761,1,131.4151404,133.8724884,141.4397475,146.69967,151.9595925,159.5268516,161.9841996
haz,151,Male,151_1,147.2409413,0.053300668,1,131.8590645,134.3320634,141.9475184,147.2409413,152.5343642,160.1498192,162.6228181
haz,152,Male,152_1,147.7899845,0.05344041,1,132.3102725,134.7990007,142.4628932,147.7899845,153.1170758,160.7809683,163.2696965
haz,153,Male,153_1,148.3458617,0.053576405,1,132.7683855,135.2728316,142.9851265,148.3458617,153.7065969,161.4188918,163.9233379
haz,154,Male,154_1,148.9076352,0.053707052,1,133.2330386,135.7530991,143.5134775,148.9076352,154.3017929,162.0621713,164.5822318
haz,155,Male,155_1,149.474367,0.053830738,1,133.7038784,136.2393558,144.0472097,149.474367,154.9015243,162.7093782,165.2448556
haz,156,Male,156_1,150.0451193,0.053945839,1,134.1805635,136.7311644,144.5855903,150.0451193,155.5046483,163.3590742,165.9096751
haz,157,Male,157_1,150.6189463,0.054050718,1,134.6627576,137.2280906,145.1278833,150.6189463,156.1100093,164.009802,166.575135
haz,158,Male,158_1,151.1947778,0.054143719,1,135.1500274,137.7295988,145.6732377,151.1947778,156.7163179,164.6599568,167.2395282
haz,159,Male,159_1,151.7714436,0.054223168,1,135.6418642,138.2350738,146.220711,151.7714436,157.3221762,165.3078134,167.901023
haz,160,Male,160_1,152.347771,0.054287394,1,136.1377645,138.7439047,146.7693607,152.347771,157.9261813,165.9516373,168.5577775
haz,161,Male,161_1,152.9225873,0.054334727,1,136.6372328,139.2554869,147.3182472,152.9225873,158.5269274,166.5896877,169.2079418
haz,162,Male,162_1,153.4947197,0.05436351,1,137.1397772,139.7692193,147.8664321,153.4947197,159.1230073,167.2202201,169.8496622
haz,163,Male,163_1,154.0629954,0.054372097,1,137.64491,140.2845038,148.4129781,154.0629954,159.7130127,167.841487,170.4810808
haz,164,Male,164_1,154.6262417,0.054358863,1,138.1521433,140.8007425,148.9569485,154.6262417,160.2955349,168.4517409,171.1003401
haz,165,Male,165_1,155.1832858,0.054322213,1,138.6609864,141.317335,149.497405,155.1832858,160.8691666,169.0492366,171.7055852
haz,166,Male,166_1,155.732955,0.05426058,1,139.1709448,141.8336779,150.0334084,155.732955,161.4325016,169.6322321,172.2949652
haz,167,Male,167_1,156.2740764,0.054172441,1,139.6815149,142.3491598,150.564016,156.2740764,161.9841368,170.198993,172.8666379
haz,168,Male,168_1,156.8054774,0.05405632,1,140.1921816,142.8631601,151.0882817,156.8054774,162.5226731,170.7477947,173.4187732
haz,169,Male,169_1,157.3259953,0.053910845,1,140.7024092,143.375042,151.6052583,157.3259953,163.0467323,171.2769486,173.9495814
haz,170,Male,170_1,157.8347732,0.053736135,1,141.2114745,143.8840612,152.1141351,157.8347732,163.5554113,171.7854852,174.4580719
haz,171,Male,171_1,158.3313036,0.053533996,1,141.7184384,144.3893476,152.6142561,158.3313036,164.0483511,172.2732596,174.9441688
haz,172,Male,172_1,158.8150983,0.053306339,1,142.2223343,144.8900118,153.1049683,158.8150983,164.5252283,172.7401848,175.4078623
haz,173,Male,173_1,159.2856692,0.053055089,1,142.7221795,145.3851504,153.5856134,159.2856692,164.985725,173.186188,175.8491589
haz,174,Male,174_1,159.742528,0.052782173,1,143.2169785,145.8738497,154.0555287,159.742528,165.4295273,173.6112063,176.2680775
haz,175,Male,175_1,160.1851867,0.05248951,1,143.7057273,146.3551884,154.5140486,160.1851867,165.8563248,174.015185,176.6646461
haz,176,Male,176_1,160.613157,0.052179013,1,144.1874123,146.8282375,154.9605039,160.613157,166.2658101,174.3980765,177.0389017
haz,177,Male,177_1,161.0259508,0.051852571,1,144.6610168,147.2920653,155.3942247,161.0259508,166.6576769,174.7598363,177.3908848
haz,178,Male,178_1,161.4230798,0.051512054,1,145.1255198,147.7457363,155.8145394,161.4230798,167.0316202,175.1004233,177.7206398
haz,179,Male,179_1,161.804056,0.0511593,1,145.5799009,148.1883159,156.2207767,161.804056,167.3873353,175.4197961,178.0282111
haz,180,Male,180_1,162.168391,0.050796116,1,146.0231399,148.6188691,156.6122652,162.168391,167.7245168,175.7179129,178.3136421
haz,181,Male,181_1,162.5155998,0.050424272,1,146.4542226,149.0364671,156.9883379,162.5155998,168.0428617,175.9947325,178.576977
haz,182,Male,182_1,162.8454049,0.050045569,1,146.8723042,149.4403562,157.3485219,162.8454049,168.3422879,176.2504536,178.8185056
haz,183,Male,183_1,163.1578725,0.049661878,1,147.2768207,149.8300737,157.6926666,163.1578725,168.6230784,176.4856713,179.0389243
haz,184,Male,184_1,163.4531006,0.049275031,1,147.6672437,150.2051919,158.0206545,163.4531006,168.8855467,176.7010093,179.2389575
haz,185,Male,185_1,163.7311873,0.048886806,1,148.0430578,150.565294,158.3323725,163.7311873,169.1300021,176.8970806,179.4193168
haz,186,Male,186_1,163.9922308,0.04849893,1,148.4037597,150.9099735,158.6277118,163.9922308,169.3567498,177.0744881,179.5807019
haz,187,Male,187_1,164.236329,0.048113077,1,148.7488599,151.2388352,158.9065682,164.236329,169.5660898,177.2338228,179.7237981
haz,188,Male,188_1,164.4635802,0.047730867,1,149.0778839,151.5514969,159.1688429,164.4635802,169.7583175,177.3756635,179.8492765
haz,189,Male,189_1,164.6740824,0.047353869,1,149.3903716,151.847588,159.4144417,164.6740824,169.9337231,177.5005768,179.9577932
haz,190,Male,190_1,164.8679337,0.046983603,1,149.6858772,152.1267502,159.6432757,164.8679337,170.0925917,177.6091172,180.0499902
haz,191,Male,191_1,165.0452323,0.04662154,1,149.9639701,152.3886381,159.855261,165.0452323,170.2352036,177.7018265,180.1264945
haz,192,Male,192_1,165.2060761,0.046269104,1,150.2242347,152.6329184,160.0503189,165.2060761,170.3618333,177.7792338,180.1879175
haz,193,Male,193_1,165.3505646,0.045927677,1,150.4662702,152.8592709,160.2283766,165.3505646,170.4727526,177.8418583,180.234859
haz,194,Male,194_1,165.4791511,0.045598314,1,150.6901051,153.0677924,160.3897413,165.4791511,170.5685609,177.8905098,180.2681971
haz,195,Male,195_1,165.5931445,0.045281355,1,150.8967819,153.2595682,160.5356302,165.5931445,170.6506588,177.9267208,180.2895071
haz,196,Male,196_1,165.6939803,0.04497703,1,151.0874994,153.4358351,160.6673973,165.6939803,170.7205633,177.9521255,180.3004612
haz,197,Male,197_1,165.7830939,0.04468557,1,151.2634611,153.5978339,160.7863983,165.7830939,170.7797895,177.9683539,180.3027267
haz,198,Male,198_1,165.8619207,0.044407204,1,151.4258762,153.7468103,160.8939906,165.8619207,170.8298508,177.9770311,180.2979652
haz,199,Male,199_1,165.9318962,0.044142158,1,151.5759597,153.8840145,160.991534,165.9318962,170.8722584,177.9797779,180.2878327
haz,200,Male,200_1,165.9944557,0.043890663,1,151.7149289,154.0106991,161.0803886,165.9944557,170.9085228,177.9782123,180.2739825
haz,201,Male,201_1,166.0510346,0.043652949,1,151.8440057,154.1281201,161.1619165,166.0510346,170.9401527,177.9739491,180.2580635
haz,202,Male,202_1,166.1030684,0.043429249,1,151.9644144,154.237536,161.2374804,166.1030684,170.9686564,177.9686008,180.2417224
haz,203,Male,203_1,166.1519925,0.043219802,1,152.0773809,154.3402061,161.3084437,166.1519925,170.9955413,177.9637789,180.2266041
haz,204,Male,204_1,166.1992424,0.043024849,1,152.1841332,154.437392,161.3761704,166.1992424,171.0223144,177.9610928,180.2143516
haz,205,Male,205_1,166.2462533,0.042844642,1,152.2858979,154.5303537,161.4420239,166.2462533,171.0504827,177.9621529,180.2066087
haz,206,Male,206_1,166.2941155,0.04267911,1,152.3836928,154.6201208,161.5070696,166.2941155,171.0811614,177.9681102,180.2045382
